company_name,symbol,day,time,eps
LHC Group Inc,LHCG,May 6,After Market Close,0.35
Linamar Corp,LNR.TO,May 6,After Market Close,1.46
Lincoln Educational Services Corp,LINC,May 6,Before Market Open,-0.37
Lionbridge Technologies Inc,LIOX,May 6,Before Market Open,-0.04
Liquidmetal Technologies Inc,LQMT,May 6,Time Not Supplied,N/A
Loblaw Companies Ltd,L.TO,May 6,06:30 am ET,0.68
Local Corporation,LOCM,May 6,Before Market Open,N/A
Lojas Americanas SA,LAME4.SA,May 6,After Market Close,N/A
Luna Innovations Inc,LUNA,May 6,Time Not Supplied,N/A
Lundin Petroleum AB,LUPE.ST,May 6,Time Not Supplied,N/A
MAM Software Group Inc,MAMS,May 6,After Market Close,0.06
Manitex International Inc,MNTX,May 6,Time Not Supplied,0.15
Marathon Oil Corp,MRO,May 6,After Market Close,-0.43
Marchex Inc,MCHX,May 6,After Market Close,0.03
Marin Software Inc,MRIN,May 6,After Market Close,-0.2
MarkWest Energy Partners LP,MWE,May 6,Before Market Open,0.14
Masimo Corp,MASI,May 6,After Market Close,0.35
Masonite International Corp,DOOR,May 6,After Market Close,-0.13
Mattersight Corp,MATR,May 6,After Market Close,-0.17
McEwen Mining Inc,MUX,May 6,Time Not Supplied,N/A
Mediaset Espana Comunicacion SA,TL5.MC,May 6,After Market Close,N/A
MediciNova Inc,MNOV,May 6,Time Not Supplied,-0.09
Melco Crown Entertainment Limited,6883.HK,May 6,Before Market Open,N/A
Memorial Production Partners LP,MEMP,May 6,Before Market Open,0.22
MercadoLibre Inc,MELI,May 6,After Market Close,0.42
Metalurgica Gerdau SA,GOAU4.SA,May 6,Time Not Supplied,N/A
Metlife Inc,MET,May 6,After Market Close,1.41
Midstates Petroleum Company Inc,MPO,May 6,Before Market Open,-0.09
Mills Estruturas e Servicos de Engenharia SA,MILS3.SA,May 6,After Market Close,N/A
Minerva SA,BEEF3.SA,May 6,After Market Close,N/A
Misonix Inc,MSON,May 6,Before Market Open,0.06
Monmouth Real Estate Investment Corp,MNR,May 6,After Market Close,0.06
Mood Media Corp,MM.TO,May 6,After Market Close,N/A
Morgans Hotel Group Co,MHGC,May 6,Before Market Open,N/A
Motorola Solutions Inc,MSI,May 6,Before Market Open,0.25
MRV Communications Inc,MRVC,May 6,After Market Close,N/A
NanoString Technologies Inc,NSTG,May 6,After Market Close,-0.58
Natixis SA,KN.PA,May 6,11:35 am ET,N/A
Neenah Paper Inc,NP,May 6,After Market Close,0.88
Neonode Inc,NEON,May 6,Time Not Supplied,-0.06
New Flyer Industries Inc,NFI.TO,May 6,After Market Close,0.15
Newport Corp,NEWP,May 6,After Market Close,0.24
NewStar Financial Inc,NEWS,May 6,Before Market Open,0.04
Niska Gas Storage Partners LLC,NKA,May 6,Before Market Open,-0.03
NL Industries Inc,NL,May 6,After Market Close,N/A
Norma Group SE,NOEJ.DE,May 6,Time Not Supplied,N/A
Novatek Microelectronics Corp,3034.TW,May 6,Time Not Supplied,N/A
Nuverra Environmental Solutions Inc,NES,May 6,After Market Close,-0.54
Nxstage Medical Inc,NXTM,May 6,Before Market Open,-0.11
Oasis Petroleum Inc,OAS,May 6,After Market Close,0.28
Occidental Petroleum Corp,OXY,May 6,Before Market Open,0.05
Oncolytics Biotech Inc,ONC.TO,May 6,Time Not Supplied,-0.04
OncoMed Pharmaceuticals Inc,OMED,May 6,After Market Close,-0.35
One Liberty Properties Inc,OLP,May 6,Time Not Supplied,0.44
OraSure Technologies Inc,OSUR,May 6,4:00 pm ET,-0.02
ORBCOMM Inc,ORBC,May 6,Before Market Open,0
Orexigen Therapeutics Inc,OREX,May 6,Before Market Open,-0.14
Ormat Technologies Inc,ORA,May 6,After Market Close,0.38
Orvana Minerals Corp,ORV.TO,May 6,After Market Close,N/A
OvaScience Inc,OVAS,May 6,Time Not Supplied,-0.71
Panhandle Oil and Gas Inc,PHX,May 6,Time Not Supplied,N/A
Papa Murphy's Holdings Inc,FRSH,May 6,After Market Close,0.14
Paramount Resources Ltd,POU.TO,May 6,After Market Close,-0.5
Patriot National Inc,PN,May 6,After Market Close,0.14
Paycom Software Inc,PAYC,May 6,After Market Close,0.08
PDL BioPharma Inc,PDLI,May 6,After Market Close,0.52
Pegasystems Inc,PEGA,May 6,After Market Close,0.17
PennantPark Investment Corp,PNNT,May 6,After Market Close,0.28
Perceptron Inc,PRCP,May 6,After Market Close,0.09
Performant Financial Corp,PFMT,May 6,After Market Close,0
Perion Network Ltd,PERI,May 6,Before Market Open,0.14
Perma-Fix Environmental Services Inc,PESI,May 6,Time Not Supplied,-0.09
Peyto Exploration & Development Corp,PEY.TO,May 6,Time Not Supplied,0.27
PMFG Inc,PMFG,May 6,Before Market Open,-0.02
Polypore International Inc,PPO,May 6,After Market Close,0.44
PostNL NV,PNL.AS,May 6,Time Not Supplied,N/A
PowerSecure International Inc,POWR,May 6,Before Market Open,-0.03
POZEN Inc,POZN,May 6,Time Not Supplied,0.05
PRA Health Sciences Inc,PRAH,May 6,After Market Close,0.31
Premium Brands Holdings Corp,PBH.TO,May 6,Time Not Supplied,0.16
Primerica Inc,PRI,May 6,After Market Close,0.81
Primero Mining Corp,P.TO,May 6,Before Market Open,-0.02
Prudential Financial Inc,PRU,May 6,After Market Close,2.38
PTT Global Chemical PCL,PTTGC.BK,May 6,After Market Close,N/A
Quad/Graphics Inc,QUAD,May 6,Time Not Supplied,-0.05
Quality Houses PCL,QH.BK,May 6,Time Not Supplied,N/A
Quantum Corp,QTM,May 6,After Market Close,0.04
Raptor Pharmaceutical Corp,RPTP,May 6,After Market Close,-0.25
Rational AG,RAA.DE,May 6,Time Not Supplied,N/A
Rayonier Inc,RYN,May 6,After Market Close,0.08
RealNetworks Inc,RNWK,May 6,After Market Close,-0.76
REC Silicon ASA,REC.OL,May 6,01:00 am ET,N/A
Redknee Solutions Inc,RKN.TO,May 6,After Market Close,0.03
Regency Centers Corp,REG,May 6,After Market Close,0.73
Regulus Therapeutics Inc,RGLS,May 6,After Market Close,-0.26
Remy International Inc,REMY,May 6,After Market Close,0.23
Repligen Corp,RGEN,May 6,Before Market Open,0.07
Response Genetics Inc,RGDX,May 6,After Market Close,N/A
Ring Energy Inc,REI,May 6,Time Not Supplied,-0.02
RLJ Lodging Trust,RLJ,May 6,After Market Close,0.19
Rosetta Stone Inc,RST,May 6,After Market Close,-0.69
Rowan Companies PLC,RDC,May 6,Before Market Open,0.7
Ryman Hospitality Properties Inc,RHP,May 6,Before Market Open,0.37
Salem Media Group Inc,SALM,May 6,After Market Close,-0.01
Sanchez Energy Corp,SN,May 6,After Market Close,-0.55
SandRidge Energy Inc,SD,May 6,After Market Close,-0.01
Sapiens International Corporation NV,SPNS,May 6,Before Market Open,0.09
Scientific Games Corp,SGMS,May 6,After Market Close,-1.26
Scor SE,SCR.PA,May 6,01:30 am ET,N/A
secunet Security Networks AG,YSN.DE,May 6,Time Not Supplied,N/A
Senior Housing Properties Trust,SNH,May 6,Before Market Open,0.45
Sequenom Inc,SQNM,May 6,After Market Close,-0.03
Sevcon Inc,SEV,May 6,After Market Close,N/A
Silver Bay Realty Trust Corp,SBY,May 6,After Market Close,0.12
Sinclair Broadcast Group Inc,SBGI,May 6,07:30 am ET,0.12
Sinopac Financial Holdings Co Ltd,2890.TW,May 6,Time Not Supplied,N/A
SLC Agricola SA,SLCE3.SA,May 6,After Market Close,N/A
Societa Iniziative Autostradali e Servizi SpA,SIS.MI,May 6,Time Not Supplied,N/A
Societe Generale,GLE.PA,May 6,01:00 am ET,N/A
Sodastream International Ltd,SODA,May 6,Before Market Open,0.03
Solazyme Inc,SZYM,May 6,After Market Close,-0.4
Solera Holdings Inc,SLH,May 6,After Market Close,0.8
Solvay SA,SOLB.BR,May 6,01:00 am ET,N/A
Sonae Sierra Brasil SA,SSBR3.SA,May 6,After Market Close,0.3
Spectra Energy Corp,SE,May 6,Before Market Open,0.43
Spectra Energy Partners LP,SEP,May 6,Before Market Open,0.8
St. Joe Co,JOE,May 6,After Market Close,0.01
Stifel Financial Corp,SF,May 6,After Market Close,0.73
Stillwater Mining Co,SWC,May 6,Before Market Open,0.12
Stonegate Mortgage Corp,SGM,May 6,After Market Close,0.12
Strayer Education Inc,STRA,May 6,Before Market Open,1.06
Sucampo Pharmaceuticals Inc,SCMP,May 6,Before Market Open,0.12
Summit Midstream Partners LP,SMLP,May 6,After Market Close,0.14
Sunedison Inc,SUNE,May 6,After Market Close,-0.39
Superconductor Technologies Inc,SCON,May 6,Before Market Open,-0.15
Swedish Orphan Biovitrum publ AB,SOBI.ST,May 6,Time Not Supplied,N/A
Swisscom AG,SCMN.VX,May 6,01:15 am ET,N/A
Synta Pharmaceuticals Corp,SNTA,May 6,Before Market Open,-0.2
Tahoe Resources Inc,THO.TO,May 6,After Market Close,0.14
Taylor Morrison Home Corp,TMHC,May 6,Before Market Open,0.27
Tekmira Pharmaceuticals Corp,TKMR,May 6,After Market Close,-0.36
Telenor ASA,TEL.OL,May 6,01:00 am ET,N/A
TELUS Corp,T.TO,May 6,Before Market Open,0.67
Terna Rete Elettrica Nazionale SpA,TRN.MI,May 6,Time Not Supplied,0.08
Tesla Motors Inc,TSLA,May 6,After Market Close,-0.5
The Sage Group PLC,SGE.L,May 6,Before Market Open,N/A
TheStreet Inc,TST,May 6,After Market Close,-0.03
Thompson Creek Metals Company Inc,TCM.TO,May 6,After Market Close,N/A
Timbercreek Mortgage Investment Corp,TMC.TO,May 6,Time Not Supplied,N/A
Timbercreek Senior Mortgage Investment Corp,MTG.TO,May 6,Time Not Supplied,N/A
TOR Minerals International Inc,TORM,May 6,After Market Close,N/A
Totvs SA,TOTS3.SA,May 6,After Market Close,N/A
TransAct Technologies Inc,TACT,May 6,After Market Close,0.05
TransEnterix Inc,TRXC,May 6,Before Market Open,-0.17
Transition Therapeutics Inc,TTH.TO,May 6,Time Not Supplied,-0.16
Transocean Ltd,RIG,May 6,After Market Close,0.59
Transocean Partners LLC,RIGP,May 6,After Market Close,0.41
Travelport Worldwide Ltd,TVPT,May 6,Before Market Open,0.22
Triangle Capital Corp,TCAP,May 6,After Market Close,0.51
Tribune Publishing Co,TPUB,May 6,Before Market Open,0.34
Trilogy Energy Corp,TET.TO,May 6,After Market Close,-0.24
Trimel Pharmaceuticals Corp,TRL.TO,May 6,Before Market Open,-0.01
Trinidad Drilling Ltd,TDG.TO,May 6,After Market Close,0.07
TripAdvisor Inc,TRIP,May 6,After Market Close,0.57
Tronox Ltd,TROX,May 6,After Market Close,-0.19
TSO3 Inc,TOS.TO,May 6,Time Not Supplied,N/A
Tumi Holdings Inc,TUMI,May 6,After Market Close,0.12
Twenty-First Century Fox Inc,FOXA,May 6,4:00 pm ET,0.39
Two Harbors Investment Corp,TWO,May 6,After Market Close,N/A
Ultrapar Participacoes SA,UGPA3.SA,May 6,After Market Close,N/A
UniPixel Inc,UNXL,May 6,Time Not Supplied,-0.36
Unit Corp,UNT,May 6,Before Market Open,-0.16
United Development Funding IV,UDF,May 6,Before Market Open,N/A
Uranium Resources Inc,URRE,May 6,Before Market Open,-0.11
Vanda Pharmaceuticals Inc,VNDA,May 6,After Market Close,-0.25
Varonis Systems Inc,VRNS,May 6,After Market Close,-0.41
Vectren Corp,VVC,May 6,After Market Close,0.74
Vectrus Inc,VEC,May 6,After Market Close,0.42
Veeco Instruments Inc,VECO,May 6,After Market Close,-0.11
Veidekke ASA,VEI.OL,May 6,01:00 am ET,N/A
Veracyte Inc,VCYT,May 6,After Market Close,-0.37
Veresen Inc,VSN.TO,May 6,After Market Close,0.07
Vestas Wind Systems A/S,VWS.CO,May 6,Time Not Supplied,N/A
Via Varejo SA,VVAR3.SA,May 6,After Market Close,N/A
Vonage Holdings Corp,VG,May 6,Before Market Open,0.08
Voya Financial Inc,VOYA,May 6,Before Market Open,0.76
Vringo Inc,VRNG,May 6,After Market Close,N/A
W&T Offshore Inc,WTI,May 6,After Market Close,-0.78
W. P. Carey Inc,WPC,May 6,Before Market Open,N/A
WaferGen Bio-systems Inc,WGBS,May 6,Time Not Supplied,-0.53
Walker & Dunlop Inc,WD,May 6,Before Market Open,0.34
Walter Investment Management Corp,WAC,May 6,Before Market Open,0.43
WebMD Health Corp,WBMD,May 6,After Market Close,0.2
Wellcare Health Plans Inc,WCG,May 6,06:30 am ET,0.28
Wendys Co,WEN,May 6,Before Market Open,0.05
Western Asset Mortgage Capital Corp,WMC,May 6,Before Market Open,N/A
WGL Holdings Inc,WGL,May 6,After Market Close,1.7
Whitecap Resources Inc,WCP.TO,May 6,After Market Close,N/A
WhiteHorse Finance Inc,WHF,May 6,Before Market Open,0.33
Whole Foods Market Inc,WFM,May 6,After Market Close,0.43
Willdan Group Inc,WLDN,May 6,After Market Close,0.13
Wix.Com Ltd,WIX,May 6,Before Market Open,-0.33
Wonik IPS Co Ltd,030530.KQ,May 6,Time Not Supplied,N/A
WPX Energy Inc,WPX,May 6,Time Not Supplied,-0.14
Xenoport Inc,XNPT,May 6,After Market Close,-0.29
Xing AG,O1BC.DE,May 6,Time Not Supplied,N/A
XL Axiata Tbk PT,EXCL.JK,May 6,Time Not Supplied,N/A
Xtreme Drilling and Coil Services Corp,XDC.TO,May 6,After Market Close,0.01
YPF SA,YPFD.BA,May 6,After Market Close,N/A
ZAIS Financial Corp,ZFC,May 6,Before Market Open,N/A
ZIOPHARM Oncology Inc,ZIOP,May 6,Time Not Supplied,-0.13
Zogenix Inc,ZGNX,May 6,After Market Close,-0.13
2U Inc,TWOU,May 7,After Market Close,-0.1
Aareal Bank AG,ARL.DE,May 7,Time Not Supplied,N/A
Abraxas Petroleum Corp,AXAS,May 7,Before Market Open,-0.01
Aceto Corp,ACET,May 7,After Market Close,0.29
Adams Resources & Energy Inc,AE,May 7,Time Not Supplied,N/A
Adecco SA,ADEN.VX,May 7,01:00 am ET,N/A
Air Lease Corp,AL,May 7,After Market Close,0.54
Alamos Gold Inc,AGI.TO,May 7,Before Market Open,-0.02
Alaska Communications Systems Group Inc,ALSK,May 7,After Market Close,-0.08
Alcatel Lucent SA,ALU.PA,May 7,01:30 am ET,N/A
Algonquin Power & Utilities Corp,AQN.TO,May 7,After Market Close,0.19
Alibaba Group Holding Ltd,BABA,May 7,Before Market Open,0.43
ALLETE Inc,ALE,May 7,Before Market Open,0.87
Allscripts Healthcare Solutions Inc,MDRX,May 7,After Market Close,0.09
Alon USA Energy Inc,ALJ,May 7,After Market Close,0.32
Altus Group Ltd,AIF.TO,May 7,After Market Close,0.25
Amadeus It Holding SA,AMS.MC,May 7,Time Not Supplied,N/A
Amarin Corporation PLC,AMRN,May 7,After Market Close,-0.11
Amber Road Inc,AMBR,May 7,After Market Close,-0.2
Amedica Corp,AMDA,May 7,After Market Close,-0.24
Ameren Corp,AEE,May 7,Before Market Open,0.39
Ameresco Inc,AMRC,May 7,Before Market Open,-0.14
American Homes 4 Rent,AMH,May 7,After Market Close,0.16
AMG Advanced Metallurgical Group NV,AMG.AS,May 7,01:00 am ET,N/A
AMN Healthcare Services Inc,AHS,May 7,After Market Close,0.2
Antares Pharma Inc,ATRS,May 7,Before Market Open,-0.05
Apache Corp,APA,May 7,08:00 am ET,-0.56
Apollo Global Management LLC,APO,May 7,Before Market Open,0.33
Applied Optoelectronics Inc,AAOI,May 7,After Market Close,0.09
Applus Services SA,APPS.MC,May 7,Time Not Supplied,N/A
ArcelorMittal SA,MT.AS,May 7,Before Market Open,N/A
ARIAD Pharmaceuticals Inc,ARIA,May 7,Before Market Open,-0.26
Ascent Capital Group Inc,ASCMA,May 7,After Market Close,-0.73
Ashford Hospitality Prime Inc,AHP,May 7,After Market Close,0.01
Ashford Hospitality Trust Inc,AHT,May 7,After Market Close,0.28
Aspen Aerogels Inc,ASPN,May 7,After Market Close,-0.15
Assured Guaranty Ltd,AGO,May 7,After Market Close,0.6
Atlantic Power Corp,ATP.TO,May 7,After Market Close,-0.12
Autobytel Inc,ABTL,May 7,After Market Close,0.21
AutoCanada Inc,ACQ.TO,May 7,After Market Close,0.17
Axel Springer SE,SPR.DE,May 7,01:30 am ET,N/A
Azimut Holding SpA,AZM.MI,May 7,Time Not Supplied,0.66
B2W Companhia Digital,BTOW3.SA,May 7,After Market Close,N/A
Banc of California Inc,BANC,May 7,After Market Close,0.21
Bangchak Petroleum PCL,BCP.BK,May 7,After Market Close,N/A
BB Seguridade Participacoes SA,BBSE3.SA,May 7,Before Market Open,0.42
BBVA Banco Frances SA,FRAN.BA,May 7,After Market Close,N/A
bebe stores inc,BEBE,May 7,After Market Close,-0.13
"Becton, Dickinson and Co",BDX,May 7,Before Market Open,1.53
Beiersdorf AG,BEI.DE,May 7,02:00 am ET,N/A
Bilfinger SE,GBF.DE,May 7,01:30 am ET,N/A
BioAmber Inc,BIOA,May 7,After Market Close,-0.48
Bird Construction Inc,BDT.TO,May 7,Time Not Supplied,0.11
Black Box Corp,BBOX,May 7,After Market Close,0.44
Black Diamond Group Ltd,BDI.TO,May 7,08:00 am ET,0.16
Blount International Inc,BLT,May 7,Before Market Open,0.21
BlueLinx Holdings Inc,BXC,May 7,Before Market Open,-0.1
Boingo Wireless Inc,WIFI,May 7,After Market Close,-0.25
Bonavista Energy Corp,BNP.TO,May 7,After Market Close,-0.06
Boulder Brands Inc,BDBD,May 7,Before Market Open,0.05
Brasilagro Companhia Brasileira de Propriedades Agricolas,AGRO3.SA,May 7,After Market Close,N/A
Braskem SA,BRKM5.SA,May 7,Before Market Open,N/A
C&J Energy Services Ltd,CJES,May 7,After Market Close,-0.09
CA Inc,CA,May 7,After Market Close,0.5
Calgon Carbon Corp,CCC,May 7,Before Market Open,0.21
Carl Zeiss Meditec AG,AFX.DE,May 7,Time Not Supplied,N/A
Cascades Inc,CAS.TO,May 7,Before Market Open,0.12
CBS Corp,CBS,May 7,After Market Close,N/A
CDW Corp,CDW,May 7,Before Market Open,0.53
Century Communities Inc,CCS,May 7,After Market Close,0.23
Cerner Corp,CERN,May 7,After Market Close,0.45
Cetip SA Mercados Organizados,CTIP3.SA,May 7,After Market Close,N/A
Chailease Holding Co Ltd,5871.TW,May 7,Time Not Supplied,N/A
Chembio Diagnostics Inc,CEMI,May 7,Before Market Open,-0.11
Chemtronics Co Ltd,089010.KQ,May 7,Time Not Supplied,N/A
Chimerix Inc,CMRX,May 7,Before Market Open,-0.57
Church & Dwight Co Inc,CHD,May 7,Before Market Open,0.79
CI Financial Corp,CIX.TO,May 7,Time Not Supplied,0.49
Cia Hering,HGTX3.SA,May 7,After Market Close,N/A
Cincinnati Bell Inc,CBB,May 7,Before Market Open,-0.06
Cinemark Holdings Inc,CNK,May 7,Before Market Open,0.36
Claude Resources Inc,CRJ.TO,May 7,After Market Close,0.02
Cogent Communications Holdings Inc,CCOI,May 7,07:00 am ET,0.02
COMMERZBANK AG,CBK.DE,May 7,Time Not Supplied,N/A
Companhia Brasileira de Distribuicao,PCAR4.SA,May 7,After Market Close,1.05
Compugroup Medical AG,COP.DE,May 7,02:00 am ET,N/A
Connecture Inc,CNXR,May 7,After Market Close,-0.22
Consolidated Communications Holdings Inc,CNSL,May 7,Before Market Open,0.18
Continental AG,CON.DE,May 7,02:30 am ET,N/A
Cooper-Standard Holdings Inc,CPS,May 7,After Market Close,0.68
Core-Mark Holding Company Inc,CORE,May 7,Before Market Open,0.2
Cott Corp,BCB.TO,May 7,Before Market Open,-0.24
Coty Inc,COTY,May 7,Before Market Open,0.12
CPFL Energias Renovaveis SA,CPRE3.SA,May 7,After Market Close,N/A
Credicorp Ltd,BAP,May 7,Time Not Supplied,2.77
Crescent Point Energy Corp,CPG.TO,May 7,Before Market Open,-0.07
Crew Energy Inc,CR.TO,May 7,After Market Close,-0.07
CSI Compressco LP,CCLP,May 7,Before Market Open,0.16
Cyberark Software Ltd,CYBR,May 7,After Market Close,0.05
CyrusOne Inc,CONE,May 7,Before Market Open,0.03
Dakota Plains Holdings Inc,DAKP,May 7,Time Not Supplied,0.02
Dialog Semiconductor PLC,DLG.DE,May 7,Time Not Supplied,N/A
Diodes Inc,DIOD,May 7,4:00 pm ET,0.25
Diversicare Healthcare Services Inc,DVCR,May 7,After Market Close,N/A
Diversified Restaurant Holdings Inc,BAGR,May 7,Time Not Supplied,-0.01
DLH Holdings Corp,DLHC,May 7,Before Market Open,N/A
Dot Hill Systems Corp,HILL,May 7,Before Market Open,0.06
DuPont Fabros Technology Inc,DFT,May 7,Before Market Open,0.56
E.ON SE,EOAN.DE,May 7,01:30 am ET,N/A
Ebix Inc,EBIX,May 7,Before Market Open,0.43
ECA Marcellus Trust I,ECT,May 7,Time Not Supplied,0.21
EchoStar Corp,SATS,May 7,Before Market Open,0.41
Egalet Corp,EGLT,May 7,Before Market Open,-0.75
EI Towers SpA,EIT.MI,May 7,Time Not Supplied,N/A
Electromagnetic Geoservices ASA,EMGS.OL,May 7,01:30 am ET,N/A
EMC Insurance Group Inc,EMCI,May 7,Before Market Open,0.92
Emergent BioSolutions Inc,EBS,May 7,After Market Close,-0.44
Emmis Communications Corp,EMMS,May 7,Before Market Open,N/A
Enanta Pharmaceuticals Inc,ENTA,May 7,Before Market Open,1.76
Encore Capital Group Inc,ECPG,May 7,After Market Close,1.2
Endesa SA,ELE.MC,May 7,After Market Close,N/A
Enel Green Power SpA,EGPW.MI,May 7,Time Not Supplied,N/A
Enel SpA,ENEL.MI,May 7,Time Not Supplied,N/A
Enstar Group Ltd,ESGR,May 7,After Market Close,0.65
Entravision Communications Corp,EVC,May 7,After Market Close,0.04
Envestnet Inc,ENV,May 7,After Market Close,0.22
Epirus Biopharmaceuticals Inc,EPRS,May 7,Time Not Supplied,-0.43
Estacio Participacoes SA,ESTC3.SA,May 7,Time Not Supplied,N/A
Extendicare Inc,EXE.TO,May 7,After Market Close,0.08
Faraday Technology Corp,3035.TW,May 7,Time Not Supplied,N/A
FBL Financial Group Inc,FFG,May 7,After Market Close,0.98
Federal Realty Investment Trust,FRT,May 7,After Market Close,1.26
Finmeccanica SpA,FNC.MI,May 7,Time Not Supplied,-0.08
First Majestic Silver Corp,FR.TO,May 7,Before Market Open,-0.01
Foresight Energy LP,FELP,May 7,Before Market Open,0.2
Fortress Investment Group LLC,FIG,May 7,Before Market Open,0.18
Fraport Frankfurt Airport Services Worldwide AG,FRA.DE,May 7,Time Not Supplied,N/A
Freenet AG,FNTN.DE,May 7,Time Not Supplied,N/A
Freshpet Inc,FRPT,May 7,After Market Close,-0.04
Fuel Systems Solutions Inc,FSYS,May 7,Before Market Open,-0.12
Gafisa SA,GFSA3.SA,May 7,Time Not Supplied,N/A
